ticket_id,industry,category,priority,sentiment,title,description,created_date,channel,resolution_time_hours
TKT-008059,SaaS / Tech,billing,high,negative,Invoice PDF download returns 403 error,"Hi,

I'm really frustrated because 'Download PDF' returns 403 Forbidden for all invoices. Cannot access for 5 weeks.

Thanks,",2025-05-23,web,48
TKT-008060,SaaS / Tech,technical,high,negative,REST API intermittent 500 errors,"Apex Ventures integration receiving HTTP 500 since 2026-02-10. Happens every 5 min. Request IDs: REF-79465, REF-50416. ",2025-12-16,web,8
TKT-008061,SaaS / Tech,account,medium,neutral,Audit logs missing critical actions,"Compliance team found file deletions missing from audit log.

Looking forward to your response.",2025-09-26,web,24
TKT-008064,SaaS / Tech,delivery,high,positive,Partner discount missing from renewal,"Good morning,

NovaFlow account has 30% partner discount agreed with Aisha Jackson on 2025-12-27. Renewal invoice REF-30002 doesn't include it.",2025-07-04,web,4
TKT-008065,SaaS / Tech,billing,high,neutral,Tax exemption not applied,Submitted tax exemption cert for Catalyst Group 12 weeks ago. Still charged 7% sales tax.,2025-12-12,web,12
TKT-008066,SaaS / Tech,technical,medium,neutral,REST API intermittent 500 errors,"Hi there,

Catalyst Group integration receiving HTTP 500 since 2026-02-08. Happens every 7 min. Request IDs: REF-73529, REF-67392.",2025-11-14,email,12
TKT-008071,SaaS / Tech,billing,high,neutral,Annual plan invoiced monthly,"Good afternoon,

Switched to annual plan on 2026-01-24 for 20% discount. Still charged every 30 days. Account: ACC6154275.

Looking forward to your response.",2026-01-07,mobile,1
TKT-008074,SaaS / Tech,account,medium,neutral,GDPR export request not fulfilled,"Hello,

Submitted GDPR export for Fatima Anderson on 2026-01-31. No file, no update. Legal deadline approaching.",2025-12-11,mobile,8
TKT-008089,SaaS / Tech,billing,medium,neutral,Partner discount missing from renewal,"CoreLogic Inc account has 30% partner discount agreed with Aisha Garcia on 2026-02-09. Renewal invoice REF-60938 doesn't include it.

Looking forward to your response.",2025-02-28,mobile,48
TKT-008091,SaaS / Tech,billing,high,negative,Free trial converted to paid without consent,"Hey,

I can't believe that signed up for 14-day trial on 2026-02-06. $87 charge appeared on day 5. Never upgraded.

Looking forward to your response.",2025-07-03,mobile,4
TKT-008092,SaaS / Tech,technical,high,negative,Dashboard loading 55+ seconds,Main analytics dashboard takes 39+ seconds since 2026-02-10. Team of 14 blocked.,2025-11-03,web,8
TKT-008093,SaaS / Tech,account,low,neutral,SCIM provisioning failing with 400,"New users via Azure AD SCIM not provisioning. Endpoint returns 400 Bad Request.

Regards,",2025-06-09,chat,48
TKT-008094,SaaS / Tech,technical,high,negative,Dashboard loading 72+ seconds,"Good afternoon,

This is unacceptable — main analytics dashboard takes 58+ seconds since 2026-02-06. Team of 13 blocked.

Thank you,",2025-08-11,chat,4
TKT-008095,SaaS / Tech,account,high,neutral,SCIM provisioning failing with 400,"New users via Okta SCIM not provisioning. Endpoint returns 400 Bad Request.

Best,",2025-09-17,mobile,1
TKT-008098,SaaS / Tech,account,medium,positive,Workspace transfer request stuck pending,"Requested workspace ownership transfer to Samantha Malik on 2026-01-28. Still shows 'Pending Approval'.

I expect a quick resolution.",2025-09-22,chat,24
TKT-008103,SaaS / Tech,technical,high,negative,SAML SSO broken after v3.4 update,"To whom it may concern,

SSO with Google Workspace broken since 2026-02-09. Users hit error after authenticating.

Best,",2025-04-04,web,4
TKT-008111,SaaS / Tech,account,medium,neutral,Workspace transfer request stuck pending,"Good morning,

Requested workspace ownership transfer to Robert Carter on 2026-02-11. Still shows 'Pending Approval'.

Thank you,",2025-03-17,email,96
TKT-008113,SaaS / Tech,billing,high,positive,Annual plan invoiced monthly,"Switched to annual plan on 2026-02-04 for 20% discount. Still charged every 30 days. Account: ACC5079280.

Looking forward to your response.",2025-02-15,web,4
TKT-008117,SaaS / Tech,account,medium,neutral,Custom domain stuck Unverified after 72 hours,"Good morning,

Added DNS TXT on 2026-02-10. Still 'Pending Verification' after 83 hours. DNS propagated.",2025-04-05,email,12
TKT-008119,SaaS / Tech,account,medium,neutral,SSO users have no password fallback,"Good afternoon,

When IdP is down, SSO users cannot log in at all. They have no password set. Need fallback.

Thanks,",2025-09-21,web,8
TKT-008120,SaaS / Tech,billing,high,negative,Still billed for 81 seats after downgrading to 40,"Good afternoon,

We are PrismData. Downgraded from 81 to 40 seats on 2026-01-31. Latest invoice still shows 81 seats at $441/seat. 

Regards,",2025-03-04,chat,1
TKT-008132,SaaS / Tech,billing,low,negative,Partner discount missing from renewal,"Hi there,

Vanguard Tech account has 30% partner discount agreed with Priya Jones on 2026-01-14. Renewal invoice REF-19310 doesn't include it.

Best,",2026-01-01,mobile,72
TKT-008138,SaaS / Tech,account,medium,neutral,2FA enforcement locking out users,"Dear support team,

After enforcing 2FA on 2026-02-09, 35 users locked out. Setup flow errors after QR scan.",2025-07-13,web,24
TKT-008139,SaaS / Tech,technical,high,neutral,Rate limiting triggering below threshold,"Hello,

Hitting 429 at 285 req/min — well below documented 2000 req/min limit.

Looking forward to your response.",2025-08-14,email,2
TKT-008140,SaaS / Tech,technical,medium,neutral,Rate limiting triggering below threshold,"Hello,

Hitting 429 at 269 req/min — well below documented 2000 req/min limit.

I expect a quick resolution.",2025-09-18,web,48
TKT-008142,SaaS / Tech,technical,high,negative,Rate limiting triggering below threshold,"Hello,

I'm really frustrated because hitting 429 at 264 req/min — well below documented 2000 req/min limit. I am very frustrated.",2025-08-09,web,12
TKT-008145,SaaS / Tech,billing,high,negative,Annual plan invoiced monthly,"Switched to annual plan on 2026-01-24 for 20% discount. Still charged every 30 days. Account: ACC9525857. Please fix this as soon as possible.

Please help ASAP.",2025-06-12,web,4
TKT-008147,SaaS / Tech,account,high,neutral,2FA enforcement locking out users,"Hey,

After enforcing 2FA on 2026-02-09, 46 users locked out. Setup flow errors after QR scan.

Best,",2025-02-16,web,12
TKT-008150,SaaS / Tech,technical,medium,negative,Search index not updating after record creation,"New records don't appear in search for up to 18 hours. Users creating duplicates. 

Regards,",2025-05-18,web,48
TKT-008154,SaaS / Tech,billing,medium,negative,Charged $179 for feature never activated,"Invoice includes $179 for Enterprise Analytics Add-on. We never enabled this. Our plan is Starter.

Best,",2025-08-22,mobile,8
TKT-008156,SaaS / Tech,technical,medium,negative,Rate limiting triggering below threshold,"Dear support team,

Hitting 429 at 228 req/min — well below documented 1000 req/min limit. I need this resolved immediately.",2025-05-03,mobile,48
TKT-008167,SaaS / Tech,account,medium,neutral,API key rotation failed silently,"Good afternoon,

Rotated API key on 2026-02-08. Old key still works, new key returns 401. Rotation didn't complete.",2026-02-02,email,12
TKT-008170,SaaS / Tech,account,high,neutral,2FA enforcement locking out users,"To whom it may concern,

After enforcing 2FA on 2026-02-10, 32 users locked out. Setup flow errors after QR scan.

Please help ASAP.",2026-01-29,mobile,8
TKT-008176,SaaS / Tech,account,medium,neutral,SCIM provisioning failing with 400,"Good afternoon,

New users via Okta SCIM not provisioning. Endpoint returns 400 Bad Request.

Best,",2025-07-25,web,72
TKT-008178,SaaS / Tech,billing,high,neutral,Still billed for 47 seats after downgrading to 23,"Hi,

We are NexaTech. Downgraded from 47 to 23 seats on 2026-01-13. Latest invoice still shows 47 seats at $759/seat.",2025-10-18,web,24
TKT-008182,SaaS / Tech,technical,high,positive,CSV export producing corrupted output,"Dear support team,

I'm really frustrated because every export generates corrupted CSV. Columns misaligned, garbled characters (â€™). Started 2026-02-08. I am very frustrated.

Looking forward to your response.",2025-10-21,mobile,48
TKT-008183,SaaS / Tech,technical,high,negative,CSV export producing corrupted output,"I can't believe that every export generates corrupted CSV. Columns misaligned, garbled characters (â€™). Started 2026-02-05.",2025-10-26,mobile,48
TKT-008187,SaaS / Tech,account,medium,negative,Admin cannot assign custom roles,"Hi there,

Workspace admin at Zenith Digital cannot assign roles to any users. Role dropdown greyed out. Started 2026-02-08.",2025-03-20,mobile,24
TKT-008190,SaaS / Tech,account,low,neutral,Workspace transfer request stuck pending,Requested workspace ownership transfer to Daniel Nelson on 2026-01-30. Still shows 'Pending Approval'.,2025-12-03,mobile,48
TKT-008191,SaaS / Tech,account,low,negative,Custom domain stuck Unverified after 72 hours,"Hey,

Added DNS TXT on 2026-02-10. Still 'Pending Verification' after 77 hours. DNS propagated. 

Looking forward to your response.",2025-07-06,chat,168
TKT-008197,SaaS / Tech,technical,high,negative,CSV export producing corrupted output,"To whom it may concern,

Every export generates corrupted CSV. Columns misaligned, garbled characters (â€™). Started 2026-02-11. Please fix this as soon as possible.",2025-03-16,mobile,8
TKT-008200,SaaS / Tech,account,medium,negative,Invited user gets Access Denied after accepting,"Hi there,

I'm having a serious issue — invited Jennifer Singh to BlueSky Solutions workspace. They accepted but see 'Access Denied' on all pages. Admin shows them active.

Regards,",2025-10-06,chat,8
TKT-008202,SaaS / Tech,account,medium,neutral,SSO users have no password fallback,"Good morning,

When IdP is down, SSO users cannot log in at all. They have no password set. Need fallback.",2025-08-21,web,48
TKT-008204,SaaS / Tech,technical,high,neutral,Rate limiting triggering below threshold,"Hello,

Hitting 429 at 281 req/min — well below documented 1000 req/min limit.

Looking forward to your response.",2025-10-22,chat,1
TKT-008209,SaaS / Tech,billing,high,negative,Partner discount missing from renewal,"Dear support team,

Zenith Digital account has 30% partner discount agreed with Aisha Young on 2026-01-30. Renewal invoice REF-86441 doesn't include it. I am very frustrated.

Thanks,",2025-06-29,mobile,4
TKT-008211,SaaS / Tech,technical,high,negative,SAML SSO broken after v4.1 update,"Dear support team,

I'm having a serious issue — sSO with Google Workspace broken since 2026-02-07. Users hit error after authenticating.

Thanks,",2025-06-29,web,2
TKT-008220,SaaS / Tech,account,medium,neutral,GDPR export request not fulfilled,"To whom it may concern,

Submitted GDPR export for Daniel Nelson on 2026-02-04. No file, no update. Legal deadline approaching.",2025-12-09,email,96
TKT-008222,SaaS / Tech,billing,high,negative,Still billed for 97 seats after downgrading to 48,"Good morning,

I can't believe that we are Zenith Digital. Downgraded from 97 to 48 seats on 2026-01-18. Latest invoice still shows 97 seats at $730/seat. This has been going on for too long.

Looking forward to your response.",2025-07-31,mobile,4
TKT-008227,SaaS / Tech,billing,high,negative,Free trial converted to paid without consent,"To whom it may concern,

Signed up for 14-day trial on 2026-02-09. $775 charge appeared on day 7. Never upgraded.

Looking forward to your response.",2025-09-02,web,24
TKT-008229,SaaS / Tech,billing,high,negative,Invoice PDF download returns 403 error,"Dear support team,

I'm having a serious issue — 'Download PDF' returns 403 Forbidden for all invoices. Cannot access for 7 weeks.

Thank you,",2025-04-28,web,12
TKT-008235,SaaS / Tech,billing,high,negative,Tax exemption not applied,Submitted tax exemption cert for PrismData 4 weeks ago. Still charged 7% sales tax. ,2025-06-18,mobile,8
TKT-008236,SaaS / Tech,billing,high,positive,Invoice PDF download returns 403 error,"Dear support team,

'Download PDF' returns 403 Forbidden for all invoices. Cannot access for 3 weeks.

I expect a quick resolution.",2025-06-11,mobile,4
TKT-008241,SaaS / Tech,technical,high,negative,Webhooks stopped delivering events,"Hey,

Webhook endpoint for order.created stopped on 2026-02-11. No outbound attempts in logs.

Please help ASAP.",2026-01-29,web,12
TKT-008248,SaaS / Tech,account,medium,neutral,API key rotation failed silently,"Hey,

Rotated API key on 2026-02-10. Old key still works, new key returns 401. Rotation didn't complete.

Please help ASAP.",2025-02-27,mobile,48
TKT-008251,SaaS / Tech,account,medium,negative,Invited user gets Access Denied after accepting,This is unacceptable — invited Samantha Williams to Apex Ventures workspace. They accepted but see 'Access Denied' on all pages. Admin shows them active. I need this resolved immediately.,2025-11-25,mobile,72
TKT-008252,SaaS / Tech,billing,high,negative,Annual plan invoiced monthly,"Good morning,

Switched to annual plan on 2026-02-11 for 20% discount. Still charged every 30 days. Account: ACC3019545.

Thank you,",2025-09-23,chat,24
TKT-008255,SaaS / Tech,technical,high,negative,REST API intermittent 500 errors,"Hello,

PrismData integration receiving HTTP 500 since 2026-02-09. Happens every 16 min. Request IDs: REF-63712, REF-93509. Please fix this as soon as possible.

Thanks,",2025-11-25,mobile,24
TKT-008259,SaaS / Tech,account,medium,neutral,GDPR export request not fulfilled,"Hello,

Submitted GDPR export for Rebecca Sharma on 2026-02-04. No file, no update. Legal deadline approaching.

Thank you,",2025-11-24,mobile,96
TKT-008263,SaaS / Tech,account,high,neutral,Invited user gets Access Denied after accepting,"Hi,

Invited Yusuf Mitchell to PrismData workspace. They accepted but see 'Access Denied' on all pages. Admin shows them active.

Best,",2025-12-12,web,4
TKT-008264,SaaS / Tech,billing,high,negative,Workspace suspended despite payment,This is unacceptable — payment failed on 2026-02-09. Updated and paid within 2 hours. Workspace still suspended 3 days later.,2025-04-25,web,4
TKT-008266,SaaS / Tech,technical,medium,neutral,Rate limiting triggering below threshold,"Good afternoon,

Hitting 429 at 177 req/min — well below documented 1000 req/min limit.

Please help ASAP.",2025-03-29,web,8
TKT-008267,SaaS / Tech,billing,low,neutral,Charged $758 for feature never activated,"Invoice includes $758 for Enterprise Analytics Add-on. We never enabled this. Our plan is Growth.

Looking forward to your response.",2025-07-23,mobile,96
TKT-008271,SaaS / Tech,billing,high,negative,Partner discount missing from renewal,"Good afternoon,

NovaFlow account has 30% partner discount agreed with James Sharma on 2026-01-22. Renewal invoice REF-58191 doesn't include it. This is very urgent.",2026-01-19,email,2
TKT-008272,SaaS / Tech,technical,high,neutral,REST API intermittent 500 errors,"Dear support team,

BlueSky Solutions integration receiving HTTP 500 since 2026-02-09. Happens every 7 min. Request IDs: REF-26076, REF-85897.

Thanks,",2025-10-30,chat,12
TKT-008274,SaaS / Tech,technical,high,negative,OAuth token refresh returning 401,"Hi there,

This is unacceptable — refresh requests return 401 even with valid tokens. Sessions expire every 22 minutes.

Best,",2025-03-23,email,1
TKT-008282,SaaS / Tech,billing,low,negative,Charged $787 for feature never activated,"Hello,

Invoice includes $787 for Enterprise Analytics Add-on. We never enabled this. Our plan is Growth.

Please help ASAP.",2025-05-03,chat,120
TKT-008288,SaaS / Tech,delivery,medium,positive,2FA enforcement locking out users,"After enforcing 2FA on 2026-02-09, 18 users locked out. Setup flow errors after QR scan.

Thank you,",2025-06-11,web,24
TKT-008292,SaaS / Tech,account,high,negative,GDPR export request not fulfilled,"Dear support team,

I'm really frustrated because submitted GDPR export for Mohammed Thomas on 2026-01-31. No file, no update. Legal deadline approaching. 

I expect a quick resolution.",2025-07-19,mobile,24
TKT-008298,SaaS / Tech,delivery,high,negative,Rate limiting triggering below threshold,"Dear support team,

This is unacceptable — hitting 429 at 210 req/min — well below documented 2000 req/min limit. 

Looking forward to your response.",2025-10-16,chat,4
TKT-008308,SaaS / Tech,billing,medium,neutral,Partner discount missing from renewal,"Good morning,

Catalyst Group account has 30% partner discount agreed with Robert Moore on 2026-01-14. Renewal invoice REF-50714 doesn't include it.

Please help ASAP.",2025-03-16,web,72
TKT-008310,SaaS / Tech,account,medium,neutral,Custom domain stuck Unverified after 72 hours,"Hey,

Added DNS TXT on 2026-02-09. Still 'Pending Verification' after 112 hours. DNS propagated.

Thanks,",2025-09-01,web,48
TKT-008314,SaaS / Tech,technical,medium,negative,REST API intermittent 500 errors,"Good afternoon,

I'm really frustrated because nexaTech integration receiving HTTP 500 since 2026-02-10. Happens every 16 min. Request IDs: REF-49085, REF-59637. This is very urgent.

Looking forward to your response.",2025-11-03,chat,72
TKT-008315,SaaS / Tech,technical,high,negative,Bulk CSV import failing above 500 rows,"Import fails at validation for CSVs over 481 rows. Using official template exactly. Please fix this as soon as possible.

Thanks,",2025-07-23,web,2
TKT-008316,SaaS / Tech,billing,high,neutral,Invoice PDF download returns 403 error,'Download PDF' returns 403 Forbidden for all invoices. Cannot access for 4 weeks.,2025-07-22,email,8
TKT-008317,SaaS / Tech,account,medium,neutral,Workspace transfer request stuck pending,"Dear support team,

Requested workspace ownership transfer to Amanda Thompson on 2026-02-03. Still shows 'Pending Approval'.

Best,",2025-06-30,email,96
TKT-008320,SaaS / Tech,account,high,neutral,SSO users have no password fallback,"Hello,

When IdP is down, SSO users cannot log in at all. They have no password set. Need fallback.

Thanks,",2025-08-03,chat,8
TKT-008321,SaaS / Tech,account,high,positive,API key rotation failed silently,"Rotated API key on 2026-02-06. Old key still works, new key returns 401. Rotation didn't complete.

Looking forward to your response.",2025-12-03,web,1
TKT-008324,SaaS / Tech,billing,low,negative,Workspace suspended despite payment,"Hi there,

I can't believe that payment failed on 2026-02-11. Updated and paid within 3 hours. Workspace still suspended 3 days later. This is very urgent.",2025-08-03,mobile,96
TKT-008325,SaaS / Tech,billing,medium,neutral,Free trial converted to paid without consent,"Good morning,

Signed up for 14-day trial on 2026-01-24. $758 charge appeared on day 5. Never upgraded.

Regards,",2025-07-05,mobile,72
TKT-008330,SaaS / Tech,billing,high,neutral,Partner discount missing from renewal,"Hello,

Meridian Labs account has 30% partner discount agreed with William Jones on 2025-12-21. Renewal invoice REF-62984 doesn't include it.

Thank you,",2025-02-11,web,2
TKT-008334,SaaS / Tech,technical,medium,negative,Dashboard loading 83+ seconds,"Hi there,

This is unacceptable — main analytics dashboard takes 87+ seconds since 2026-02-06. Team of 29 blocked.

Thanks,",2026-01-23,email,24
TKT-008336,SaaS / Tech,billing,high,negative,Proration charge on invoice makes no sense,"I can't believe that invoice shows $66 proration charge but we haven't changed plans or seats in 6 months. Please fix this as soon as possible.

Thanks,",2025-03-08,web,24
TKT-008338,SaaS / Tech,account,low,neutral,SCIM provisioning failing with 400,New users via Okta SCIM not provisioning. Endpoint returns 400 Bad Request.,2025-07-25,web,96
TKT-008339,SaaS / Tech,account,medium,neutral,API key rotation failed silently,"Good afternoon,

Rotated API key on 2026-02-07. Old key still works, new key returns 401. Rotation didn't complete.",2025-06-07,email,8
TKT-008343,SaaS / Tech,technical,high,negative,OAuth token refresh returning 401,Refresh requests return 401 even with valid tokens. Sessions expire every 48 minutes.,2025-11-14,mobile,2
TKT-008344,SaaS / Tech,account,medium,positive,Custom domain stuck Unverified after 72 hours,Added DNS TXT on 2026-02-10. Still 'Pending Verification' after 120 hours. DNS propagated.,2025-05-29,web,12
TKT-008346,SaaS / Tech,technical,high,neutral,OAuth token refresh returning 401,"Refresh requests return 401 even with valid tokens. Sessions expire every 57 minutes.

Please help ASAP.",2025-07-22,email,2
TKT-008350,SaaS / Tech,account,medium,negative,SCIM provisioning failing with 400,"Good afternoon,

New users via Azure AD SCIM not provisioning. Endpoint returns 400 Bad Request.

Thank you,",2025-04-20,email,8
TKT-008351,SaaS / Tech,billing,high,negative,Workspace suspended despite payment,"Hello,

Payment failed on 2026-02-10. Updated and paid within 2 hours. Workspace still suspended 2 days later. ",2025-03-27,web,2
TKT-008353,SaaS / Tech,account,medium,positive,Admin cannot assign custom roles,"Workspace admin at NexaTech cannot assign roles to any users. Role dropdown greyed out. Started 2026-02-09.

Please help ASAP.",2026-01-11,mobile,48
TKT-008357,SaaS / Tech,billing,high,negative,Proration charge on invoice makes no sense,"Dear support team,

I'm really frustrated because invoice shows $22 proration charge but we haven't changed plans or seats in 5 months.",2025-11-19,email,4
TKT-008369,SaaS / Tech,technical,high,negative,REST API intermittent 500 errors,"Good afternoon,

Apex Ventures integration receiving HTTP 500 since 2026-02-08. Happens every 10 min. Request IDs: REF-35636, REF-14089. Please fix this as soon as possible.

Best,",2026-01-25,web,4
TKT-008378,SaaS / Tech,technical,medium,negative,Rate limiting triggering below threshold,"Hey,

Hitting 429 at 274 req/min — well below documented 2000 req/min limit.

Best,",2025-08-19,web,72
TKT-008379,SaaS / Tech,account,medium,neutral,API key rotation failed silently,"Good afternoon,

Rotated API key on 2026-02-06. Old key still works, new key returns 401. Rotation didn't complete.

I expect a quick resolution.",2025-08-29,chat,8
TKT-008380,SaaS / Tech,billing,medium,negative,Partner discount missing from renewal,"Hi there,

Acme Corp account has 30% partner discount agreed with Stephanie Patel on 2026-02-08. Renewal invoice REF-18295 doesn't include it. This has been going on for too long.

Best,",2025-06-14,web,12
TKT-008381,SaaS / Tech,account,low,neutral,Custom domain stuck Unverified after 72 hours,"Good morning,

Added DNS TXT on 2026-02-08. Still 'Pending Verification' after 80 hours. DNS propagated.

Best,",2026-02-08,web,168
TKT-008384,SaaS / Tech,billing,medium,neutral,Invoice PDF download returns 403 error,"Good afternoon,

'Download PDF' returns 403 Forbidden for all invoices. Cannot access for 6 weeks.",2026-01-01,web,72
TKT-008385,SaaS / Tech,billing,medium,negative,Proration charge on invoice makes no sense,"Hi there,

I'm having a serious issue — invoice shows $28 proration charge but we haven't changed plans or seats in 3 months.

Looking forward to your response.",2025-03-04,email,24
TKT-008386,SaaS / Tech,technical,medium,negative,Webhooks stopped delivering events,This is unacceptable — webhook endpoint for user.updated stopped on 2026-02-10. No outbound attempts in logs.,2025-11-18,email,48
TKT-008391,SaaS / Tech,technical,high,neutral,OAuth token refresh returning 401,"Good morning,

Refresh requests return 401 even with valid tokens. Sessions expire every 58 minutes.

I expect a quick resolution.",2025-12-06,mobile,2
TKT-008393,SaaS / Tech,account,medium,neutral,SSO users have no password fallback,"Hi there,

When IdP is down, SSO users cannot log in at all. They have no password set. Need fallback.

I expect a quick resolution.",2025-12-01,web,72
TKT-008401,SaaS / Tech,technical,low,neutral,Rate limiting triggering below threshold,"To whom it may concern,

Hitting 429 at 120 req/min — well below documented 1000 req/min limit.",2025-07-19,web,72
TKT-008410,SaaS / Tech,billing,high,negative,Partner discount missing from renewal,"Dear support team,

NovaFlow account has 30% partner discount agreed with Sarah Jones on 2025-12-27. Renewal invoice REF-19573 doesn't include it.

I expect a quick resolution.",2025-12-10,mobile,4
TKT-008413,SaaS / Tech,account,medium,positive,Custom domain stuck Unverified after 72 hours,"Added DNS TXT on 2026-02-10. Still 'Pending Verification' after 77 hours. DNS propagated.

I expect a quick resolution.",2025-04-10,mobile,48
TKT-008419,SaaS / Tech,billing,high,positive,Dashboard loading 88+ seconds,"I'm having a serious issue — main analytics dashboard takes 56+ seconds since 2026-02-08. Team of 43 blocked. I am very frustrated.

Please help ASAP.",2025-07-11,web,2
TKT-008421,SaaS / Tech,billing,medium,neutral,Workspace suspended despite payment,"Payment failed on 2026-02-08. Updated and paid within 1 hours. Workspace still suspended 5 days later.

Looking forward to your response.",2025-04-09,web,48
TKT-008431,SaaS / Tech,account,low,negative,Audit logs missing critical actions,"Hi there,

Compliance team found permission changes missing from audit log. 

Thank you,",2025-07-23,web,72
TKT-008432,SaaS / Tech,technical,high,negative,Search index not updating after record creation,"To whom it may concern,

New records don't appear in search for up to 19 hours. Users creating duplicates.

Regards,",2026-01-28,chat,2
TKT-008433,SaaS / Tech,billing,high,negative,Invoice PDF download returns 403 error,"'Download PDF' returns 403 Forbidden for all invoices. Cannot access for 4 weeks. 

Thank you,",2025-07-15,email,2
TKT-008441,SaaS / Tech,billing,medium,neutral,Annual plan invoiced monthly,"Hello,

Switched to annual plan on 2026-01-05 for 20% discount. Still charged every 30 days. Account: ACC3092434.

I expect a quick resolution.",2025-08-10,web,8
TKT-008447,SaaS / Tech,account,high,positive,GDPR export request not fulfilled,"Hi,

Submitted GDPR export for Fatima Sharma on 2026-02-02. No file, no update. Legal deadline approaching.

I expect a quick resolution.",2025-05-24,mobile,48
TKT-008452,SaaS / Tech,account,low,neutral,GDPR export request not fulfilled,"Good afternoon,

Submitted GDPR export for Samantha Adams on 2026-02-01. No file, no update. Legal deadline approaching.

Regards,",2025-09-03,email,48
TKT-008454,SaaS / Tech,billing,high,negative,Invoice PDF download returns 403 error,"Hey,

This is unacceptable — 'Download PDF' returns 403 Forbidden for all invoices. Cannot access for 5 weeks.

Looking forward to your response.",2025-12-20,mobile,2
TKT-008455,SaaS / Tech,technical,low,neutral,Dashboard loading 71+ seconds,"Dear support team,

Main analytics dashboard takes 79+ seconds since 2026-02-09. Team of 40 blocked.

Best,",2025-09-10,mobile,72
TKT-008460,SaaS / Tech,technical,high,neutral,Rate limiting triggering below threshold,"Hitting 429 at 251 req/min — well below documented 2000 req/min limit.

I expect a quick resolution.",2025-08-19,mobile,2
TKT-008464,SaaS / Tech,billing,high,neutral,Tax exemption not applied,"Hey,

Submitted tax exemption cert for Vanguard Tech 12 weeks ago. Still charged 10% sales tax.",2026-01-11,web,4
TKT-008465,SaaS / Tech,technical,high,positive,OAuth token refresh returning 401,"Good afternoon,

Refresh requests return 401 even with valid tokens. Sessions expire every 42 minutes.

Best,",2025-09-05,mobile,1
TKT-008467,SaaS / Tech,account,medium,negative,SCIM provisioning failing with 400,"Hi,

New users via Azure AD SCIM not provisioning. Endpoint returns 400 Bad Request. 

Please help ASAP.",2025-11-05,mobile,24
TKT-008468,SaaS / Tech,billing,high,negative,Credit card on file expired but no notification,"Hey,

I'm having a serious issue — auto-pay failed because card expired. We received no email warning. Workspace suspended before we knew. This has been going on for too long.",2025-06-02,web,4
TKT-008475,SaaS / Tech,technical,low,positive,Search index not updating after record creation,"Hey,

New records don't appear in search for up to 41 hours. Users creating duplicates.

Regards,",2025-10-11,mobile,24
TKT-008487,SaaS / Tech,account,high,neutral,Workspace transfer request stuck pending,"Requested workspace ownership transfer to David Smith on 2026-02-02. Still shows 'Pending Approval'.

Thank you,",2026-01-28,mobile,8
TKT-008489,SaaS / Tech,billing,high,neutral,Partner discount missing from renewal,"Hello,

Meridian Labs account has 30% partner discount agreed with Carlos Hall on 2026-01-02. Renewal invoice REF-86211 doesn't include it.

I expect a quick resolution.",2025-07-06,chat,48
TKT-008490,SaaS / Tech,delivery,medium,positive,Partner discount missing from renewal,"Dear support team,

Synapse IO account has 30% partner discount agreed with Rachel Anderson on 2026-02-03. Renewal invoice REF-57110 doesn't include it.

Looking forward to your response.",2025-04-04,email,24
TKT-008491,SaaS / Tech,technical,high,negative,REST API intermittent 500 errors,"Hello,

NovaFlow integration receiving HTTP 500 since 2026-02-10. Happens every 15 min. Request IDs: REF-70140, REF-78804.",2025-05-28,web,4
TKT-008492,SaaS / Tech,account,low,neutral,Workspace transfer request stuck pending,"Requested workspace ownership transfer to Mark Wilson on 2026-01-30. Still shows 'Pending Approval'.

Looking forward to your response.",2025-07-26,email,168
TKT-008495,SaaS / Tech,billing,low,negative,Partner discount missing from renewal,"To whom it may concern,

This is unacceptable — nexaTech account has 30% partner discount agreed with Carlos Walker on 2025-12-18. Renewal invoice REF-95371 doesn't include it.

Regards,",2025-03-13,mobile,48
TKT-008497,SaaS / Tech,technical,medium,negative,OAuth token refresh returning 401,"Hi there,

Refresh requests return 401 even with valid tokens. Sessions expire every 41 minutes.

Looking forward to your response.",2026-01-25,email,8
TKT-008511,SaaS / Tech,billing,high,negative,Tax exemption not applied,"I'm really frustrated because submitted tax exemption cert for BlueSky Solutions 9 weeks ago. Still charged 7% sales tax. 

I expect a quick resolution.",2025-08-19,web,8
TKT-008512,SaaS / Tech,technical,low,negative,OAuth token refresh returning 401,"To whom it may concern,

Refresh requests return 401 even with valid tokens. Sessions expire every 43 minutes.",2026-01-15,mobile,96
TKT-008513,SaaS / Tech,billing,medium,negative,Invoice PDF download returns 403 error,"Dear support team,

I'm having a serious issue — 'Download PDF' returns 403 Forbidden for all invoices. Cannot access for 3 weeks. I am very frustrated.",2025-04-24,web,24
TKT-008515,SaaS / Tech,billing,high,positive,Annual plan invoiced monthly,"Hey,

Switched to annual plan on 2026-02-10 for 20% discount. Still charged every 30 days. Account: ACC3037617.",2026-01-30,web,8
TKT-008518,SaaS / Tech,technical,high,negative,OAuth token refresh returning 401,"Good morning,

Refresh requests return 401 even with valid tokens. Sessions expire every 24 minutes. 

I expect a quick resolution.",2025-09-11,mobile,4
TKT-008525,SaaS / Tech,account,medium,negative,SSO users have no password fallback,"This is unacceptable — when IdP is down, SSO users cannot log in at all. They have no password set. Need fallback. I am very frustrated.

Looking forward to your response.",2025-10-11,mobile,72
